order_id,order_date,customer_id,seller_id,category,price,region,seller_rating,payment_method,is_returned
100025,2025-02-17,C04866,S0271,Fashion,524.43,Uttar Pradesh,3.11,COD,1
100026,2024-10-20,C01210,S0421,Accessories,274.81,Gujarat,3.95,Card,0
100027,2025-01-20,C03244,S0450,Footwear,1136.91,Gujarat,3.96,COD,0
100028,2024-07-10,C00224,S0412,Fashion,719.29,West Bengal,3.11,UPI,1
100029,2025-03-19,C01903,S0123,Fashion,715.19,West Bengal,4.3,COD,0
100030,2024-10-03,C03219,S0589,Electronics,1582.47,Gujarat,4.4,COD,0
100031,2024-06-09,C02057,S0496,Home & Kitchen,994.8,Delhi,4.38,COD,0
100032,2025-04-04,C01452,S0408,Fashion,496.69,Rajasthan,4.57,COD,0
100033,2024-11-09,C02937,S0420,Home & Kitchen,970.72,Rajasthan,4.11,UPI,0
100034,2024-01-22,C03516,S0315,Accessories,489.17,Maharashtra,3.49,COD,0
100035,2024-09-09,C03504,S0518,Accessories,572.58,Delhi,3.98,COD,0
100036,2024-08-23,C04042,S0066,Home & Kitchen,508.09,Maharashtra,5.0,Card,0
100037,2024-12-10,C04470,S0309,Footwear,699.26,Delhi,3.95,UPI,1
100038,2024-02-18,C03347,S0502,Home & Kitchen,1425.86,Telangana,3.39,COD,1
100039,2025-04-19,C00127,S0037,Footwear,878.13,Karnataka,4.9,COD,0
100040,2024-02-28,C00685,S0444,Accessories,277.94,Delhi,3.18,UPI,0
100041,2024-06-18,C03297,S0463,Home & Kitchen,816.69,West Bengal,3.23,COD,0
100042,2025-04-20,C00682,S0435,Fashion,474.22,Telangana,3.98,UPI,0
100043,2024-07-06,C03249,S0112,Fashion,427.12,Telangana,3.72,COD,1
100044,2025-04-08,C01522,S0058,Home & Kitchen,1291.39,Rajasthan,3.88,COD,0
100045,2024-09-27,C01249,S0355,Fashion,470.84,Uttar Pradesh,4.16,UPI,0
100046,2024-07-08,C02477,S0153,Home & Kitchen,629.8,Karnataka,3.99,UPI,1
100047,2025-03-21,C02889,S0499,Home & Kitchen,482.59,Gujarat,3.11,COD,0
100048,2024-06-23,C00045,S0345,Fashion,272.79,Maharashtra,5.0,UPI,0
100049,2025-03-21,C00479,S0381,Electronics,984.54,Tamil Nadu,4.75,Card,0
100050,2024-02-20,C03333,S0069,Fashion,998.03,Tamil Nadu,4.53,UPI,1
100051,2024-12-29,C02315,S0117,Fashion,810.15,Rajasthan,3.67,Card,0
100052,2024-02-24,C04088,S0508,Beauty & Personal Care,401.15,Kerala,3.6,UPI,1
100053,2024-08-31,C02245,S0179,Fashion,732.62,Kerala,4.53,NetBanking,0
100054,2024-11-15,C02919,S0013,Fashion,890.24,Maharashtra,4.57,COD,0
100055,2024-05-10,C00894,S0467,Beauty & Personal Care,336.07,Gujarat,4.42,Card,0
100056,2025-04-29,C02918,S0547,Beauty & Personal Care,372.44,West Bengal,4.04,UPI,1
100057,2024-11-02,C01578,S0595,Fashion,696.1,Tamil Nadu,4.55,Card,1
100058,2024-05-14,C02182,S0215,Fashion,361.17,Gujarat,4.86,UPI,0
100059,2024-01-21,C01190,S0075,Electronics,3192.12,Delhi,3.99,COD,0
100060,2024-11-24,C01812,S0179,Fashion,797.61,Telangana,3.51,Card,0
100061,2024-06-15,C04483,S0379,Beauty & Personal Care,422.59,Delhi,3.86,Card,0
100062,2024-09-30,C02213,S0575,Fashion,1120.02,Kerala,4.19,UPI,1
100063,2025-01-22,C00447,S0270,Fashion,678.21,Tamil Nadu,4.32,COD,0
100064,2024-03-29,C04814,S0050,Fashion,491.22,Maharashtra,3.85,COD,1
100065,2024-11-11,C00352,S0488,Beauty & Personal Care,471.87,Rajasthan,3.94,COD,0
100066,2024-01-14,C02550,S0082,Home & Kitchen,820.39,Maharashtra,3.97,COD,0
100067,2024-08-29,C03166,S0568,Home & Kitchen,953.81,Uttar Pradesh,2.85,UPI,0
100068,2024-09-21,C00939,S0128,Footwear,336.08,Kerala,3.8,UPI,0
100069,2024-12-11,C03732,S0069,Accessories,366.72,Uttar Pradesh,3.44,Card,1
100070,2024-02-22,C02722,S0278,Home & Kitchen,1051.24,Gujarat,3.8,Card,0
100071,2025-01-20,C02154,S0284,Electronics,1684.72,Karnataka,3.93,Card,0
100072,2024-12-05,C00426,S0189,Home & Kitchen,1107.9,West Bengal,4.3,UPI,0
100073,2024-04-01,C04566,S0296,Footwear,659.27,Maharashtra,4.24,COD,1
100074,2025-01-01,C01868,S0521,Fashion,318.24,Kerala,4.11,COD,1
100075,2025-03-19,C02602,S0425,Footwear,238.88,Delhi,3.89,COD,0
100076,2025-03-30,C04035,S0278,Fashion,412.16,Telangana,4.22,COD,0
100077,2025-03-03,C00492,S0528,Accessories,508.2,Uttar Pradesh,3.44,COD,0
100078,2024-09-20,C03463,S0535,Footwear,620.24,Karnataka,3.38,COD,0
100079,2025-03-06,C01034,S0002,Fashion,263.5,Delhi,3.84,Card,1
100080,2024-02-04,C04847,S0438,Electronics,1259.71,Karnataka,4.07,COD,0
100081,2024-07-24,C00548,S0097,Accessories,337.44,Kerala,3.72,Card,0
100082,2024-03-21,C00806,S0599,Beauty & Personal Care,582.61,Karnataka,3.6,COD,0
100083,2025-02-23,C02563,S0583,Accessories,408.56,West Bengal,4.38,Card,1
100084,2024-02-19,C03175,S0518,Home & Kitchen,1397.38,Tamil Nadu,4.29,UPI,0
100085,2024-12-25,C00720,S0056,Accessories,387.58,Kerala,3.31,Card,1
100086,2025-01-22,C00130,S0442,Home & Kitchen,1115.44,Maharashtra,2.36,COD,0
100087,2024-01-02,C04197,S0537,Home & Kitchen,539.78,Kerala,3.51,COD,0
100088,2025-01-24,C04921,S0229,Fashion,597.52,Karnataka,3.85,COD,0
100089,2024-02-23,C02709,S0341,Accessories,322.92,Telangana,2.79,COD,0
100090,2024-04-15,C00557,S0101,Beauty & Personal Care,245.75,Tamil Nadu,2.97,UPI,1
100091,2024-09-16,C00155,S0205,Home & Kitchen,951.47,Rajasthan,2.93,UPI,1
100092,2024-11-05,C01717,S0092,Electronics,658.83,Kerala,4.34,COD,1
100093,2025-04-21,C03702,S0308,Footwear,537.21,Telangana,4.98,Card,1
100094,2024-07-09,C02512,S0537,Electronics,2644.93,Karnataka,2.73,UPI,0
100095,2025-02-05,C01358,S0090,Fashion,1092.01,Kerala,4.71,UPI,0
100096,2024-08-05,C01538,S0459,Accessories,241.0,Kerala,2.19,Card,1
100097,2024-02-13,C02794,S0578,Home & Kitchen,1077.4,Kerala,4.67,UPI,0
100098,2024-06-10,C03880,S0183,Beauty & Personal Care,139.19,Delhi,4.6,UPI,1
100099,2024-07-20,C04576,S0071,Home & Kitchen,728.87,Delhi,3.71,Card,0
100100,2025-03-21,C00143,S0523,Beauty & Personal Care,230.28,Uttar Pradesh,3.82,UPI,1
100101,2025-04-28,C00889,S0149,Fashion,718.61,Uttar Pradesh,4.78,UPI,0
100102,2024-09-26,C02167,S0364,Accessories,274.71,Kerala,4.25,COD,1
100103,2024-12-16,C04310,S0085,Fashion,861.61,Kerala,4.13,COD,0
100104,2024-10-30,C04733,S0392,Beauty & Personal Care,554.88,Gujarat,5.0,UPI,0
100105,2024-09-27,C02260,S0469,Home & Kitchen,606.17,Kerala,4.59,COD,0
100106,2025-03-31,C01330,S0236,Footwear,375.35,Maharashtra,3.44,UPI,0
100107,2025-04-06,C01681,S0390,Footwear,838.85,Kerala,3.58,COD,1
100108,2024-08-02,C02087,S0057,Electronics,96.18,Gujarat,3.56,COD,0
100109,2024-09-08,C04939,S0025,Beauty & Personal Care,313.83,Kerala,3.69,COD,0
100110,2024-07-08,C04385,S0232,Beauty & Personal Care,331.85,West Bengal,4.49,COD,0
100111,2024-10-22,C03965,S0584,Home & Kitchen,805.97,Telangana,3.8,COD,1
100112,2024-07-31,C00943,S0164,Footwear,839.8,Kerala,2.72,Card,0
100113,2024-07-26,C04888,S0140,Fashion,810.22,Karnataka,3.33,COD,1
100114,2024-08-24,C01363,S0013,Fashion,794.48,Gujarat,3.71,UPI,0
100115,2024-12-03,C04378,S0258,Accessories,353.23,Uttar Pradesh,3.71,COD,1
100116,2025-01-01,C03402,S0397,Footwear,526.23,Uttar Pradesh,4.66,COD,0
100117,2024-02-22,C03824,S0255,Electronics,2561.96,Delhi,3.73,COD,0
100118,2024-10-06,C01009,S0221,Accessories,313.57,West Bengal,3.75,UPI,0
100119,2025-02-13,C00256,S0357,Fashion,198.22,Kerala,4.6,COD,1
100120,2024-08-04,C02416,S0365,Fashion,1004.61,Maharashtra,3.25,COD,0
100121,2024-09-08,C00221,S0399,Fashion,641.25,Gujarat,2.95,COD,0
100122,2024-07-06,C04311,S0281,Beauty & Personal Care,568.28,Telangana,3.65,COD,1
100123,2025-01-14,C04201,S0226,Fashion,647.61,West Bengal,3.79,COD,1
100124,2025-05-07,C00866,S0069,Electronics,998.45,Tamil Nadu,3.93,COD,0
100125,2024-02-10,C04657,S0090,Footwear,760.6,West Bengal,4.77,COD,0
100126,2024-06-05,C04568,S0561,Home & Kitchen,1100.66,West Bengal,3.75,UPI,0
100127,2024-01-15,C03152,S0380,Footwear,1103.45,Karnataka,5.0,COD,1
100128,2024-10-27,C03065,S0214,Electronics,2192.62,Tamil Nadu,4.27,COD,0
100129,2024-03-05,C00403,S0333,Home & Kitchen,1324.64,Uttar Pradesh,3.33,COD,0
100130,2024-12-10,C00580,S0428,Footwear,1118.26,West Bengal,3.69,COD,0
100131,2024-11-22,C01468,S0358,Home & Kitchen,823.57,Kerala,4.14,COD,1
100132,2024-01-09,C01169,S0049,Beauty & Personal Care,332.14,Uttar Pradesh,4.25,UPI,0
100133,2024-12-09,C03627,S0446,Footwear,1339.95,Karnataka,2.8,COD,0
100134,2024-05-08,C00092,S0219,Footwear,49.0,Kerala,4.4,COD,0
100135,2025-05-06,C01411,S0237,Electronics,2179.68,Karnataka,3.72,COD,0
100136,2024-05-15,C02732,S0436,Electronics,1637.6,West Bengal,3.62,NetBanking,0
100137,2025-04-16,C02323,S0509,Accessories,401.53,Karnataka,3.78,COD,0
100138,2024-03-03,C00758,S0423,Beauty & Personal Care,676.67,Karnataka,5.0,COD,0
100139,2024-05-18,C01861,S0014,Fashion,846.08,Delhi,4.19,UPI,0
100140,2025-05-13,C00209,S0279,Beauty & Personal Care,423.77,Delhi,2.53,UPI,1
100141,2024-03-21,C01851,S0047,Beauty & Personal Care,259.85,Kerala,3.67,UPI,1
100142,2025-01-26,C02476,S0082,Fashion,762.3,Maharashtra,3.94,UPI,0
100143,2024-06-11,C01279,S0494,Home & Kitchen,895.72,Rajasthan,4.77,UPI,0
100144,2025-02-22,C02242,S0412,Footwear,1344.56,Rajasthan,4.19,COD,0
100145,2024-10-15,C04274,S0133,Electronics,1469.23,Kerala,5.0,UPI,0
100146,2025-01-13,C01503,S0318,Footwear,699.96,West Bengal,4.73,UPI,1
100147,2024-09-17,C03855,S0556,Fashion,546.76,Maharashtra,2.96,COD,0
100148,2025-05-04,C01293,S0519,Fashion,377.8,Karnataka,4.09,COD,0
100149,2024-08-18,C02584,S0277,Beauty & Personal Care,304.08,Delhi,3.0,COD,1
100150,2024-02-10,C03368,S0473,Electronics,1939.68,Telangana,3.74,COD,0
100151,2024-01-28,C04276,S0589,Beauty & Personal Care,468.57,Maharashtra,3.57,Card,0
100152,2024-05-14,C03516,S0227,Fashion,955.29,Delhi,3.72,UPI,1
100153,2024-07-19,C00640,S0336,Fashion,935.3,Telangana,3.86,COD,0
100154,2024-11-23,C02210,S0116,Footwear,676.19,Telangana,3.96,COD,0
100155,2024-09-24,C02759,S0464,Beauty & Personal Care,372.16,Maharashtra,3.71,COD,0
100156,2025-02-21,C01876,S0214,Beauty & Personal Care,441.93,Gujarat,3.42,Card,1
100157,2024-02-02,C01398,S0166,Home & Kitchen,1342.42,West Bengal,3.91,COD,0
100158,2024-02-17,C02064,S0087,Fashion,615.52,Maharashtra,4.74,UPI,1
100159,2025-02-10,C03934,S0189,Footwear,581.85,Telangana,3.57,COD,0
100160,2024-03-02,C00224,S0565,Accessories,272.86,Maharashtra,4.24,UPI,0
100161,2024-08-03,C04125,S0064,Accessories,183.18,Delhi,4.76,Card,1
100162,2024-10-19,C04434,S0111,Accessories,353.81,Tamil Nadu,4.73,UPI,1
100163,2024-04-08,C04222,S0210,Home & Kitchen,731.94,Delhi,3.74,COD,0
100164,2024-06-20,C00502,S0114,Home & Kitchen,928.86,Kerala,4.37,Card,0
100165,2024-12-25,C04367,S0584,Electronics,2257.53,Kerala,3.77,UPI,1
100166,2024-08-01,C03383,S0208,Footwear,1106.69,Telangana,3.99,UPI,0
100167,2025-04-19,C00486,S0199,Accessories,353.85,Telangana,4.39,COD,1
100168,2024-02-04,C01418,S0271,Electronics,997.0,Rajasthan,4.23,COD,0
100169,2025-03-24,C04469,S0159,Fashion,661.18,Gujarat,3.19,UPI,0
100170,2024-08-14,C02888,S0220,Fashion,775.76,Delhi,4.81,COD,0
100171,2024-04-10,C03498,S0129,Beauty & Personal Care,351.1,Uttar Pradesh,4.23,UPI,1
100172,2025-03-06,C02252,S0002,Beauty & Personal Care,394.39,West Bengal,5.0,NetBanking,1
100173,2025-04-06,C01355,S0046,Fashion,584.47,Delhi,4.39,COD,0
100174,2024-05-10,C01560,S0547,Fashion,783.73,Kerala,4.0,COD,0
100175,2024-09-13,C01604,S0115,Beauty & Personal Care,493.33,Karnataka,2.48,NetBanking,0
100176,2024-01-05,C04355,S0178,Electronics,2147.68,Kerala,3.75,COD,0
100177,2024-08-05,C00547,S0188,Beauty & Personal Care,474.97,Karnataka,3.6,COD,0
100178,2024-09-11,C04403,S0325,Electronics,2018.33,Karnataka,3.37,COD,0
100179,2025-02-01,C01309,S0559,Beauty & Personal Care,222.87,West Bengal,3.96,Card,0
100180,2024-12-24,C04272,S0101,Footwear,1006.63,Karnataka,3.55,COD,0
100181,2024-10-09,C03461,S0270,Beauty & Personal Care,411.15,West Bengal,4.26,COD,0
100182,2025-01-27,C02510,S0029,Fashion,319.11,Rajasthan,3.24,UPI,0
100183,2024-07-25,C01294,S0075,Fashion,819.44,West Bengal,4.57,COD,0
100184,2024-01-15,C03937,S0462,Footwear,1205.08,Tamil Nadu,4.01,COD,0
100185,2024-12-11,C02745,S0474,Fashion,420.94,Delhi,3.71,COD,0
100186,2024-02-11,C02723,S0141,Home & Kitchen,800.96,Delhi,4.58,COD,0
100187,2025-01-14,C01354,S0106,Footwear,837.22,Kerala,3.46,COD,1
100188,2025-04-05,C03907,S0567,Fashion,597.3,Gujarat,4.11,Card,1
100189,2024-06-27,C04546,S0484,Footwear,710.88,Karnataka,4.23,COD,0
100190,2024-03-03,C04351,S0491,Fashion,686.73,Gujarat,3.21,Card,1
100191,2024-12-17,C02074,S0552,Fashion,859.58,Delhi,4.71,COD,0
100192,2024-08-18,C00367,S0229,Beauty & Personal Care,393.3,Karnataka,4.12,COD,0
100193,2024-08-28,C03023,S0534,Home & Kitchen,306.54,Uttar Pradesh,4.27,COD,0
100194,2024-02-21,C03789,S0144,Fashion,597.51,Kerala,4.12,UPI,1
100195,2024-04-05,C01096,S0425,Home & Kitchen,1043.97,Telangana,3.5,COD,0
100196,2025-01-22,C04007,S0538,Footwear,850.04,Gujarat,4.41,Card,1
100197,2024-08-09,C03767,S0501,Home & Kitchen,948.25,Kerala,3.6,COD,1
100198,2025-04-29,C02680,S0131,Beauty & Personal Care,345.51,Maharashtra,4.67,UPI,0
100199,2025-02-10,C00965,S0121,Accessories,555.91,Delhi,3.39,UPI,0
100200,2024-08-18,C01430,S0099,Electronics,2364.14,Telangana,4.79,COD,0
100201,2024-08-24,C02112,S0192,Fashion,399.82,Kerala,3.26,NetBanking,1
100202,2024-05-22,C01358,S0506,Electronics,1995.13,Delhi,3.38,Card,0
100203,2024-06-19,C00356,S0556,Footwear,889.98,Gujarat,4.17,UPI,0
100204,2024-01-29,C02350,S0248,Fashion,684.88,West Bengal,4.25,COD,0
100205,2024-02-05,C00031,S0115,Beauty & Personal Care,234.55,Uttar Pradesh,2.81,UPI,1
100206,2024-01-13,C01413,S0533,Fashion,778.48,Uttar Pradesh,4.4,UPI,0
100207,2024-06-08,C00819,S0513,Electronics,1498.63,Delhi,3.75,UPI,0
100208,2024-11-22,C04793,S0205,Beauty & Personal Care,471.46,Uttar Pradesh,4.35,NetBanking,0
100209,2024-07-05,C00508,S0212,Fashion,625.97,Maharashtra,3.59,COD,1
100210,2024-08-30,C00649,S0172,Accessories,402.37,Telangana,4.08,Card,0
100211,2024-03-26,C04242,S0280,Electronics,1980.48,Kerala,4.18,COD,0
100212,2024-10-10,C03735,S0541,Fashion,652.37,Maharashtra,4.77,COD,0
100213,2024-03-06,C02514,S0158,Electronics,929.45,Tamil Nadu,4.85,Card,0
100214,2024-06-18,C01555,S0017,Electronics,2259.25,Gujarat,3.54,UPI,0
100215,2024-02-14,C01789,S0445,Accessories,311.19,Kerala,3.0,UPI,1
100216,2024-03-02,C03762,S0021,Electronics,1040.53,Delhi,3.35,COD,0
100217,2025-03-16,C02004,S0259,Fashion,594.84,Uttar Pradesh,3.53,UPI,1
100218,2024-05-13,C03254,S0121,Beauty & Personal Care,463.08,Kerala,3.68,COD,0
100219,2024-10-10,C00496,S0442,Home & Kitchen,699.0,Tamil Nadu,4.15,UPI,0
100220,2024-01-28,C01818,S0037,Fashion,49.0,Maharashtra,3.7,COD,1
100221,2024-04-17,C00999,S0496,Fashion,965.37,Karnataka,2.66,COD,1
100222,2024-02-13,C03202,S0364,Electronics,2749.53,Maharashtra,4.92,UPI,1
100223,2024-12-05,C02487,S0274,Beauty & Personal Care,727.61,Uttar Pradesh,4.36,COD,0
100224,2024-10-12,C03243,S0021,Home & Kitchen,1284.49,West Bengal,3.99,COD,0
100225,2025-03-21,C04197,S0371,Home & Kitchen,1112.53,Rajasthan,3.06,UPI,0
100226,2024-11-26,C02766,S0518,Electronics,1015.37,Maharashtra,4.16,COD,0
100227,2024-05-07,C03054,S0416,Fashion,246.09,Karnataka,3.5,COD,1
100228,2024-12-13,C01071,S0290,Fashion,610.22,Gujarat,4.68,COD,1
100229,2025-04-17,C00993,S0237,Beauty & Personal Care,374.48,Gujarat,3.7,COD,0
100230,2024-08-18,C02687,S0007,Fashion,864.1,Maharashtra,3.73,COD,0
100231,2024-07-08,C01619,S0250,Fashion,132.73,Kerala,4.95,Card,1
100232,2024-08-12,C02106,S0403,Accessories,49.0,Maharashtra,4.01,COD,1
100233,2025-01-19,C01215,S0074,Electronics,1251.97,Telangana,3.7,Card,0
100234,2025-01-11,C01795,S0339,Accessories,328.55,Kerala,3.04,Card,0
100235,2024-10-09,C00225,S0349,Beauty & Personal Care,358.88,Maharashtra,4.4,UPI,1
100236,2025-03-21,C00510,S0480,Home & Kitchen,1369.2,Delhi,4.14,COD,0
100237,2024-04-30,C03668,S0463,Electronics,2115.77,West Bengal,3.25,UPI,0
100238,2024-04-25,C00807,S0008,Electronics,2761.58,Gujarat,3.94,COD,0
100239,2025-04-05,C03759,S0161,Home & Kitchen,666.16,Karnataka,5.0,COD,0
100240,2024-08-20,C02826,S0197,Fashion,838.77,Uttar Pradesh,4.71,COD,0
100241,2024-09-15,C03084,S0195,Beauty & Personal Care,291.85,Rajasthan,3.75,NetBanking,0
100242,2024-12-24,C03790,S0218,Fashion,450.8,Uttar Pradesh,4.37,COD,0
100243,2024-07-16,C02903,S0235,Beauty & Personal Care,352.9,Gujarat,3.49,COD,1
100244,2025-03-31,C04663,S0396,Home & Kitchen,898.44,West Bengal,5.0,COD,1
100245,2025-02-14,C02463,S0141,Accessories,268.57,Maharashtra,5.0,COD,0
100246,2024-05-16,C01737,S0140,Home & Kitchen,1149.04,Tamil Nadu,3.13,UPI,1
100247,2024-11-13,C02870,S0363,Accessories,375.0,Kerala,4.5,COD,0
100248,2024-06-13,C03651,S0480,Home & Kitchen,906.21,Gujarat,4.85,UPI,0
100249,2024-08-12,C01532,S0407,Home & Kitchen,1481.05,Telangana,4.3,Card,0
100250,2024-11-02,C02424,S0208,Footwear,458.78,Karnataka,3.21,UPI,1
100251,2024-08-21,C03175,S0396,Fashion,517.33,Kerala,4.02,NetBanking,0
100252,2024-06-20,C01342,S0182,Fashion,448.17,Gujarat,5.0,UPI,0
100253,2024-05-31,C00604,S0501,Fashion,592.75,Rajasthan,5.0,COD,1
100254,2025-04-07,C01814,S0046,Footwear,823.17,Gujarat,3.7,UPI,0
100255,2024-11-10,C00967,S0242,Home & Kitchen,1175.58,Maharashtra,5.0,COD,0
100256,2025-01-08,C01068,S0418,Fashion,746.73,Tamil Nadu,4.25,Card,1
100257,2024-06-08,C01727,S0228,Electronics,1720.82,Karnataka,4.72,UPI,1
100258,2024-04-05,C03816,S0357,Beauty & Personal Care,626.73,Maharashtra,4.18,UPI,0
100259,2025-04-16,C02740,S0240,Accessories,511.8,Telangana,3.14,UPI,0
100260,2024-08-20,C04145,S0129,Electronics,1636.79,West Bengal,3.95,COD,0
100261,2024-06-28,C00035,S0012,Home & Kitchen,1212.42,Rajasthan,4.41,Card,1
100262,2024-04-22,C01104,S0344,Beauty & Personal Care,587.3,West Bengal,4.5,COD,1
100263,2024-11-13,C03665,S0589,Home & Kitchen,1091.51,West Bengal,4.65,COD,0
100264,2025-05-11,C02763,S0510,Footwear,764.24,Rajasthan,3.85,UPI,0
100265,2025-03-17,C01597,S0165,Fashion,806.54,Karnataka,3.97,COD,0
100266,2024-02-21,C00092,S0010,Home & Kitchen,713.79,Maharashtra,4.78,UPI,0
100267,2024-09-24,C03950,S0439,Electronics,1247.74,Karnataka,3.46,COD,0
100268,2024-10-21,C04596,S0006,Fashion,667.74,Tamil Nadu,3.44,COD,1
100269,2025-01-20,C01070,S0149,Fashion,938.81,Karnataka,4.32,COD,0
100270,2025-01-21,C01103,S0275,Home & Kitchen,1000.84,Rajasthan,4.76,COD,0
100271,2024-04-22,C04847,S0384,Fashion,405.43,Rajasthan,3.75,COD,0
100272,2024-04-10,C03413,S0177,Fashion,240.67,Karnataka,4.86,Card,0
100273,2024-04-22,C02935,S0555,Home & Kitchen,1020.79,Telangana,4.25,COD,0
100274,2025-03-15,C03737,S0600,Fashion,605.45,Gujarat,2.37,UPI,1
100275,2024-03-21,C03242,S0268,Home & Kitchen,674.25,Tamil Nadu,3.71,Card,0
100276,2024-07-05,C04280,S0314,Accessories,431.63,Rajasthan,3.81,UPI,1
100277,2024-04-22,C01080,S0323,Footwear,563.41,Gujarat,3.58,Card,1
100278,2024-01-02,C03986,S0071,Beauty & Personal Care,114.96,Maharashtra,3.03,COD,1
100279,2024-05-09,C01089,S0395,Fashion,1135.23,Uttar Pradesh,2.86,COD,0
100280,2024-08-07,C00790,S0324,Footwear,1161.45,Telangana,3.67,COD,0
100281,2024-02-23,C01232,S0461,Footwear,894.91,West Bengal,3.06,UPI,0
100282,2024-12-08,C00947,S0587,Beauty & Personal Care,400.85,Karnataka,3.74,UPI,0
100283,2025-04-29,C04812,S0187,Fashion,434.6,Kerala,4.72,UPI,1
100284,2024-08-11,C00106,S0253,Beauty & Personal Care,482.56,Telangana,2.79,UPI,0
100285,2024-08-12,C01916,S0340,Footwear,542.22,Rajasthan,4.54,Card,1
100286,2025-01-19,C04734,S0048,Electronics,1674.57,Delhi,2.87,UPI,0
100287,2025-02-06,C01106,S0239,Home & Kitchen,1127.2,Maharashtra,3.98,COD,0
100288,2024-05-05,C02593,S0176,Beauty & Personal Care,500.67,Maharashtra,4.46,UPI,1
100289,2024-05-09,C01530,S0441,Electronics,2218.09,Delhi,2.73,COD,0
100290,2024-02-22,C03263,S0162,Home & Kitchen,745.79,Rajasthan,3.96,UPI,1
100291,2024-06-20,C02212,S0014,Home & Kitchen,1052.16,Kerala,4.3,COD,0
100292,2024-08-05,C04522,S0104,Footwear,503.91,Gujarat,4.18,COD,0
100293,2024-06-08,C04642,S0105,Electronics,2519.67,West Bengal,4.29,UPI,0
100294,2024-07-16,C04688,S0333,Electronics,1247.34,Karnataka,3.4,NetBanking,0
100295,2025-02-19,C02171,S0099,Home & Kitchen,884.34,Kerala,4.4,NetBanking,1
100296,2024-09-03,C01937,S0542,Home & Kitchen,1366.65,Maharashtra,4.4,UPI,1
100297,2024-11-19,C03532,S0215,Home & Kitchen,764.95,Gujarat,4.31,NetBanking,0
100298,2025-03-14,C01130,S0544,Footwear,1012.14,Maharashtra,3.68,COD,0
100299,2024-07-21,C01163,S0379,Electronics,1680.49,Gujarat,3.07,UPI,0
100300,2024-07-02,C02323,S0145,Fashion,827.96,West Bengal,2.97,COD,1
100301,2024-05-02,C00681,S0159,Accessories,438.54,Delhi,4.45,COD,0
100302,2025-02-04,C02464,S0085,Fashion,789.53,Delhi,3.71,COD,1
100303,2024-09-11,C02487,S0330,Fashion,489.23,Rajasthan,4.81,COD,1
100304,2024-10-20,C00450,S0464,Fashion,628.96,Karnataka,5.0,UPI,0
100305,2024-10-06,C03200,S0186,Fashion,736.72,Telangana,2.79,UPI,0
100306,2024-11-20,C04950,S0236,Beauty & Personal Care,495.07,Delhi,3.57,Card,1
100307,2025-01-06,C03759,S0053,Fashion,488.84,Delhi,4.96,UPI,0
100308,2024-04-07,C04948,S0436,Fashion,627.35,Uttar Pradesh,4.72,UPI,0
100309,2024-07-16,C02874,S0551,Footwear,576.54,Kerala,2.61,UPI,1
100310,2025-04-14,C00893,S0142,Electronics,2207.82,Kerala,3.75,COD,1
